#  R    En    Tr      X1     Y1     X2     Y2     X3     Y3     X4     Y4     X5     Y5     X6     Y6     X7     Y7     X8     Y8     X9     Y9     X10     Y10     X11     Y11     X12     Y12     X13     Y13     X14     Y14     X15     Y15     X16     Y16 
196.0 160.0  0.447   0.10  -0.25   0.07  -0.36   0.99   0.46  -0.08  -0.69  -1.07   0.48  -0.05  -0.24  -0.77   0.16  -0.38  -0.65   0.43  -0.50  -0.37   0.25  -0.20  -0.07  -0.01   0.48   0.52  -0.05   0.38   0.38   0.31   0.16   0.56   0.04
196.0 168.0  0.248  -0.04  -0.30  -0.07  -0.22   0.57   0.30  -0.13  -0.50  -0.82   0.39  -0.02  -0.25  -0.46   0.13  -0.31  -0.41   0.38  -0.29  -0.24   0.20  -0.14  -0.01   0.00   0.31   0.43  -0.00   0.28   0.23   0.29   0.10   0.46   0.08
196.0 176.0  0.161  -0.13  -0.35  -0.11  -0.15   0.39   0.21  -0.17  -0.36  -0.64   0.34   0.00  -0.24  -0.33   0.12  -0.28  -0.20   0.35  -0.15  -0.19   0.14  -0.13   0.02   0.01   0.15   0.36   0.05   0.22   0.17   0.26   0.08   0.35   0.04
196.0 184.0  0.116  -0.18  -0.40  -0.12  -0.10   0.28   0.14  -0.22  -0.25  -0.50   0.31   0.01  -0.22  -0.27   0.09  -0.27  -0.01   0.32  -0.04  -0.16   0.08  -0.12   0.04   0.01  -0.02   0.31   0.11   0.19   0.13   0.23   0.08   0.25  -0.01
196.0 192.0  0.092  -0.23  -0.44  -0.12  -0.06   0.21   0.09  -0.26  -0.15  -0.37   0.28   0.01  -0.20  -0.23   0.07  -0.27   0.15   0.29   0.07  -0.15   0.04  -0.11   0.06   0.01  -0.18   0.26   0.17   0.16   0.10   0.21   0.09   0.15  -0.06
196.0 200.0  0.080  -0.26  -0.47  -0.12  -0.03   0.17   0.05  -0.31  -0.07  -0.25   0.26   0.00  -0.18  -0.20   0.04  -0.28   0.31   0.26   0.17  -0.14   0.00  -0.11   0.09  -0.00  -0.34   0.23   0.23   0.14   0.08   0.18   0.10   0.06  -0.12
212.0   0.0  0.247  -0.01  -0.03  -0.20  -0.14   0.10  -0.05   0.18   0.10   0.12  -0.16  -0.53   0.47  -0.06   0.01   0.34  -0.30  -0.86  -0.43   0.12   0.27   0.05  -0.03  -0.10   0.20  -0.61  -0.09  -0.01   0.24  -0.21   0.05  -0.28  -0.16
212.0   8.0  0.611  -0.31  -0.24  -0.23  -1.32  -0.22  -0.26  -0.00  -1.39   0.14  -0.01  -1.54  -0.65   0.14  -0.19  -1.43  -1.67  -2.40  -1.05   0.17   0.56   0.46  -0.29  -0.35   0.93  -1.73  -0.17  -0.02   0.17   0.72  -0.42   0.60   0.53
212.0  16.0  0.561  -0.05  -0.53   0.30  -0.77  -0.36   0.10  -0.84  -0.08  -0.12  -0.13  -0.13  -1.49  -0.02  -0.31  -1.41  -0.45  -1.81  -0.57  -0.02   0.24   0.72  -0.00  -0.04   0.19  -1.48  -0.06  -0.72  -0.01   0.20   0.30   0.39   0.34
212.0  24.0  0.724  -0.17  -0.60   0.35  -0.31  -0.08   0.22  -1.31   0.20  -0.76   0.18   0.13  -1.54  -0.26   0.09  -0.91  -0.21  -1.52  -1.48   0.09  -0.71   1.37  -0.88   0.09   0.33  -1.11  -1.25  -1.20  -0.19   0.58   0.75   0.16   0.36
212.0  32.0  0.895  -0.50  -0.64  -0.21   0.06  -0.93  -0.16  -1.44   0.11  -0.90   0.56  -0.33  -0.96  -0.61   0.26   0.79  -0.93   0.02   0.07  -2.02  -3.84  -0.55  -4.09  -0.21   3.09   1.88   0.07  -1.02   0.76   1.42   0.02  -0.40   1.37
212.0  40.0  0.878  -0.02  -0.25  -1.03   0.28  -0.36   0.34  -0.23   0.24   0.60  -0.04   0.01  -0.06  -0.23  -0.38   0.94  -1.01  -0.72   0.17  -1.10  -1.00  -0.43  -1.81  -0.42   2.82   0.19   0.13  -0.92   0.50   0.47   0.02  -0.39   1.23
212.0  48.0  0.934   0.29  -0.42  -1.89   0.05  -0.26   0.48   0.13  -0.56   0.57  -0.55   0.26   0.39   0.25  -0.86   1.29  -2.02  -1.21  -0.26  -0.31  -0.24   0.26  -1.49   0.38   1.91  -0.05  -0.54  -0.54   0.14   0.52  -0.05  -0.16   0.80
212.0  56.0  0.884   0.08  -0.28  -0.69  -0.44  -0.05   0.00   0.46  -1.27  -1.19  -0.84  -0.68  -0.14   0.66  -0.02   0.12  -0.73  -0.60   0.07  -0.11  -0.30   0.05  -0.19   0.57  -0.81   0.78   0.17  -0.31   0.50   0.30  -0.26   0.55  -0.31
212.0  64.0  0.656  -0.26   0.14  -0.34   0.06   0.19   0.05   0.22  -0.62  -0.28  -0.50  -0.58   0.08   0.39  -0.07  -0.35  -0.21  -0.62   0.41  -0.23  -0.27  -0.17   0.11  -0.04  -0.14   0.31   0.58  -0.73   0.28   0.20  -0.04   0.32   0.13
212.0  72.0  0.611  -0.63   0.69  -0.61   0.24   0.18  -0.02   0.05  -0.08   0.58  -0.56  -0.37   0.47   0.43  -0.59  -0.29  -0.06  -1.05   0.62  -0.23  -0.31  -0.19   0.36  -0.13   0.04   0.34   0.87  -1.12   0.14   0.55   0.09   0.18   0.33
212.0  80.0  0.788   0.02   1.20  -0.22  -0.81  -1.36  -1.12   1.46   1.41  -0.28  -2.43   0.82   0.61  -0.30   0.00   0.30   0.71  -1.57   0.28   1.41  -0.08   0.68  -0.05  -0.21   0.15   1.48   0.17  -0.02  -0.83   0.67  -1.00  -0.50   0.07
212.0  88.0  1.015   1.43  -0.13  -0.69  -0.12  -0.87  -0.00   0.43  -0.42  -1.08  -1.20   0.21   0.19  -0.03   0.81   0.02  -0.02  -1.09   0.28   0.74   0.41  -0.15  -0.35  -0.09   0.03   0.44   0.63   1.22  -0.33  -0.53  -0.82  -1.21   0.04
212.0  96.0  1.095   0.93   1.00  -2.09  -0.16  -1.86   0.57   0.08  -0.39  -0.06  -0.92   1.96  -0.35   0.29  -0.04   0.26   0.01  -1.04  -0.77   0.18   0.15  -0.54   0.43  -0.43   0.87   1.36  -0.12   1.15   0.02   0.26  -0.26   0.03   0.92
212.0 104.0  1.210   1.21   0.84  -1.24  -0.44  -0.56   0.49  -0.24  -0.11  -0.22  -0.43   1.53  -0.84   0.59   0.32   0.24   0.50  -0.22  -0.67  -0.17  -0.09  -0.34   0.58  -0.22   0.73   0.61  -0.25   0.26   0.25   0.15   0.04   0.50   1.12
212.0 112.0  0.881   0.96   0.45  -0.70  -0.22  -0.01   0.17   0.24   0.12  -0.35  -0.14   1.22  -0.31   0.38   0.66  -0.09   0.24   0.13  -0.51  -0.34   0.16  -0.15   0.35  -0.15   0.96   0.29  -0.09  -0.01   0.02   0.14   0.04   0.54   0.91
212.0 120.0  0.726   0.64   0.04  -0.34  -0.09  -0.00  -0.04   0.57   0.06  -0.45  -0.10   0.90   0.10   0.09   0.85  -0.36  -0.04   0.18  -0.27  -0.50   0.38  -0.16   0.15  -0.11   1.08   0.09   0.02  -0.16  -0.22  -0.02   0.15   0.35   0.71
212.0 128.0  0.941   0.74  -0.11  -0.14  -0.26  -0.22  -0.10   0.80  -0.07  -0.93  -0.27   0.58   0.39  -0.24   1.12  -0.59  -0.13   0.10   0.02  -0.74   0.89  -0.32  -0.05  -0.05   1.03  -0.21   0.25  -0.37  -0.53  -0.44   0.46  -0.04   0.57
212.0 136.0  1.615   1.33   0.29   0.54  -1.04   0.49   0.11   0.91  -0.24  -2.58  -0.16  -0.10   0.34  -1.31   1.33  -0.91   0.17  -0.17  -0.35  -1.06   0.95  -0.64  -0.26  -0.07   0.82  -0.09   0.54  -0.18  -0.04  -1.00   1.16  -0.15   0.44
212.0 144.0  1.242   0.56  -0.03   0.73  -0.60   1.73   0.48   0.23  -0.67  -1.65   0.72  -0.14   0.04  -1.43   0.42  -0.71  -0.60   0.33  -0.99  -0.77   0.12  -0.32  -0.02  -0.10   0.74   0.82   0.03   0.73   0.71  -0.01   0.65   0.31  -0.11
212.0 152.0  0.665   0.21  -0.17   0.11  -0.39   0.96   0.44  -0.00  -0.69  -1.25   0.56  -0.09  -0.20  -0.75   0.22  -0.42  -0.80   0.45  -0.63  -0.44   0.35  -0.19  -0.02  -0.04   0.63   0.68  -0.05   0.53   0.37   0.28   0.28   0.52   0.02
212.0 160.0  0.360   0.03  -0.23  -0.09  -0.25   0.55   0.31  -0.07  -0.52  -0.99   0.43  -0.04  -0.26  -0.43   0.17  -0.31  -0.59   0.42  -0.38  -0.28   0.28  -0.14  -0.01  -0.02   0.48   0.53  -0.00   0.37   0.23   0.30   0.15   0.51   0.09
212.0 168.0  0.221  -0.08  -0.28  -0.13  -0.16   0.36   0.21  -0.12  -0.37  -0.79   0.35  -0.01  -0.25  -0.30   0.15  -0.28  -0.37   0.39  -0.21  -0.21   0.19  -0.12   0.01  -0.00   0.32   0.44   0.05   0.29   0.17   0.28   0.11   0.43   0.08
212.0 176.0  0.152  -0.15  -0.33  -0.14  -0.11   0.26   0.14  -0.17  -0.25  -0.64   0.31   0.00  -0.24  -0.23   0.13  -0.27  -0.17   0.36  -0.08  -0.17   0.11  -0.11   0.04   0.01   0.16   0.37   0.12   0.24   0.14   0.26   0.09   0.33   0.03
212.0 184.0  0.114  -0.20  -0.37  -0.14  -0.07   0.19   0.09  -0.22  -0.15  -0.51   0.28   0.01  -0.22  -0.20   0.11  -0.27   0.01   0.33   0.04  -0.15   0.06  -0.11   0.06   0.01  -0.00   0.31   0.18   0.20   0.11   0.23   0.10   0.22  -0.02
212.0 192.0  0.094  -0.24  -0.41  -0.13  -0.03   0.15   0.05  -0.27  -0.07  -0.39   0.26   0.01  -0.20  -0.17   0.08  -0.28   0.18   0.31   0.14  -0.14   0.02  -0.11   0.08   0.00  -0.17   0.26   0.24   0.18   0.08   0.21   0.11   0.12  -0.08
212.0 200.0  0.084  -0.28  -0.45  -0.13  -0.01   0.11   0.01  -0.32   0.01  -0.26   0.23   0.01  -0.18  -0.16   0.05  -0.29   0.33   0.27   0.25  -0.14  -0.02  -0.10   0.10  -0.01  -0.34   0.21   0.30   0.16   0.06   0.19   0.12   0.03  -0.14
228.0   0.0  0.370  -0.20  -0.03  -0.18  -0.75  -0.04  -0.18   0.37  -0.78   0.13  -0.14  -1.06   0.35  -0.01   0.09  -0.26  -1.26  -1.99  -0.59   0.39   0.47   0.17  -0.23  -0.30   0.73  -1.22  -0.32   0.22   0.27   0.27  -0.31   0.13   0.02
228.0   8.0  0.583  -0.16  -0.42   0.61  -0.88  -0.57   0.04  -0.79  -0.61  -0.16  -0.26  -0.18  -1.45   0.07  -0.35  -1.89  -0.90  -2.33  -0.00  -0.09   0.44   0.60  -0.00  -0.06   0.35  -1.72   0.35  -0.56  -0.03   0.38   0.08   0.54   0.54
228.0  16.0  0.727   0.01  -0.61   0.59  -0.16  -0.13   0.20  -1.34  -0.06  -0.49  -0.13   0.50  -1.51  -0.18   0.06  -1.03  -0.09  -1.58  -0.69  -0.13  -0.46   1.18  -0.51   0.19   0.26  -1.34  -0.16  -1.10  -0.06   0.50   0.63   0.06   0.32
228.0  24.0  0.997  -0.36  -0.99   0.53  -0.15  -0.54  -0.31  -1.89  -0.78  -1.49   0.95   0.13  -1.59  -0.81   0.83  -0.08  -0.64  -0.22  -0.74  -2.18  -4.87   0.11  -4.32  -0.08   2.81   1.62   0.62  -1.32   1.39   1.92   0.08  -0.66   1.32
228.0  32.0  0.958  -0.15  -0.26  -0.67   0.24  -0.29   0.23  -0.32   0.17   0.13   0.19   0.04  -0.31  -0.39  -0.17   0.81  -0.79  -0.52   0.14  -1.59  -1.47  -0.55  -1.97  -0.37   2.90   0.50   0.41  -1.19   0.80   0.52  -0.04  -0.50   1.30
228.0  40.0  0.857   0.04  -0.20  -1.38   0.35  -0.02   0.44   0.04  -0.32   0.51  -0.35   0.26   0.30   0.02  -0.65   0.93  -1.58  -0.82  -0.02  -0.60  -0.27   0.12  -1.28  -0.01   2.15  -0.11  -0.25  -0.94   0.03   0.37   0.03  -0.23   1.00
228.0  48.0  1.165   0.12  -0.85  -1.47  -0.70  -0.29   0.26   0.17  -1.53  -1.37  -0.68   0.08   0.06   0.72  -0.86   1.13  -1.79  -0.81   0.04  -0.00   0.05   0.51  -0.80   0.95  -0.31   0.57  -0.15  -0.25   0.13   0.60  -0.43   0.21  -0.21
228.0  56.0  0.786  -0.32  -0.17  -0.09  -0.24   0.07  -0.02   0.22  -0.90  -1.02  -0.27  -0.54  -0.22   0.37   0.05  -0.32  -0.23  -0.49   0.34  -0.29  -0.09  -0.09   0.06  -0.02  -0.37   0.22   0.68  -0.58   0.22   0.13  -0.21   0.40  -0.05
228.0  64.0  0.647  -0.53   0.35  -0.07   0.18   0.25  -0.01   0.09  -0.60  -0.22  -0.26  -0.58   0.06   0.40  -0.06  -0.50  -0.16  -0.80   0.44  -0.39  -0.18  -0.18   0.24  -0.22   0.01  -0.04   0.94  -0.84   0.16   0.14   0.00   0.27   0.15
228.0  72.0  0.686  -0.77   3.60  -0.30   0.41  -0.12  -0.93   0.26   1.39   0.70  -1.65  -0.78   0.83   1.51  -0.69  -0.30   0.77  -1.79  -0.06  -0.53  -1.04   0.10   0.90  -0.34   0.01   0.73   1.62  -1.78   0.39   0.61   0.13   0.04  -0.13
228.0  80.0  0.938   1.43   0.26  -0.50  -0.26  -1.06  -0.44   0.88   0.10  -1.06  -1.51   0.31   0.01  -0.03   0.80  -0.05   0.36  -0.87   0.34   0.85   0.11   0.13  -0.37  -0.06  -0.05   0.16   0.40   0.86  -0.69  -0.69  -0.94  -1.06  -0.05
228.0  88.0  0.952   1.96   0.69  -2.52  -0.09  -2.20   0.22   0.47  -0.16  -0.70  -1.05   1.33   0.19   0.18   0.21   0.00  -0.12  -0.94  -0.30   0.03   0.70  -0.47   0.03  -0.04   0.31   0.96   0.85   1.85  -0.55  -0.02  -0.66  -1.03   0.31
228.0  96.0  1.251   1.16   0.76  -1.53  -0.31  -0.76   0.59  -0.37   0.00  -0.16  -0.34   1.54  -0.74   0.76  -0.06   0.22   0.60  -0.31  -1.05  -0.32   0.00  -0.39   0.53  -0.33   0.82   0.66  -0.36   0.35   0.20   0.38  -0.10   0.49   1.22
228.0 104.0  0.918   0.98   0.43  -0.88  -0.24   0.00   0.22   0.13   0.27  -0.39  -0.08   1.12  -0.33   0.41   0.45  -0.19   0.32   0.06  -0.71  -0.35   0.08  -0.13   0.39  -0.28   1.06   0.30  -0.17  -0.14   0.10   0.38  -0.11   0.63   0.99
228.0 112.0  0.686   0.60   0.07  -0.48  -0.11   0.05  -0.00   0.51   0.15  -0.50  -0.06   0.78   0.03   0.07   0.70  -0.47  -0.04   0.14  -0.42  -0.41   0.21  -0.06   0.19  -0.21   1.21   0.13  -0.05  -0.33  -0.11   0.24  -0.00   0.46   0.75
228.0 120.0  0.769   0.52  -0.14  -0.28  -0.18  -0.11  -0.11   0.68  -0.00  -0.69  -0.18   0.52   0.25  -0.24   0.93  -0.65  -0.15   0.06  -0.15  -0.51   0.46  -0.08  -0.02  -0.10   1.19  -0.10   0.14  -0.50  -0.37  -0.08   0.21   0.11   0.58
228.0 128.0  1.405   1.19  -0.14   0.02  -0.86   0.03  -0.02   0.84  -0.28  -1.72  -0.27   0.02   0.39  -1.05   1.23  -0.91  -0.05  -0.26  -0.15  -0.78   1.03  -0.12  -0.30  -0.02   0.98  -0.18   0.47  -0.12  -0.70  -1.08   0.92  -0.29   0.52
228.0 136.0  1.433   0.88  -0.09   0.70  -0.72   1.42   0.42   0.29  -0.57  -1.78   0.75  -0.29   0.24  -1.23   0.31  -0.73  -0.56   0.26  -1.05  -0.80   0.36  -0.11   0.30  -0.21   0.73   1.11  -0.05   1.38   0.26  -0.62   1.05   0.08   0.01
228.0 144.0  0.948   0.33  -0.13   0.18  -0.44   0.88   0.42   0.05  -0.66  -1.37   0.66  -0.17  -0.07  -0.68   0.23  -0.44  -0.90   0.47  -0.74  -0.52   0.48  -0.15   0.13  -0.09   0.71   0.88  -0.08   0.77   0.28   0.13   0.50   0.32  -0.03
228.0 152.0  0.536   0.11  -0.16  -0.09  -0.31   0.50   0.31  -0.03  -0.53  -1.15   0.48  -0.09  -0.23  -0.38   0.20  -0.29  -0.75   0.45  -0.47  -0.32   0.39  -0.13   0.03  -0.04   0.60   0.66  -0.01   0.49   0.21   0.29   0.25   0.49   0.07
228.0 160.0  0.314  -0.03  -0.22  -0.16  -0.20   0.32   0.21  -0.08  -0.37  -0.94   0.38  -0.04  -0.26  -0.25   0.17  -0.25  -0.53   0.42  -0.28  -0.22   0.25  -0.11   0.02  -0.02   0.47   0.53   0.05   0.36   0.17   0.30   0.15   0.47   0.09
228.0 168.0  0.203  -0.11  -0.26  -0.17  -0.12   0.22   0.14  -0.13  -0.25  -0.78   0.32  -0.01  -0.25  -0.18   0.15  -0.25  -0.32   0.39  -0.13  -0.18   0.15  -0.10   0.03  -0.00   0.32   0.44   0.12   0.29   0.13   0.28   0.12   0.39   0.06
228.0 176.0  0.145  -0.17  -0.30  -0.16  -0.07   0.17   0.09  -0.18  -0.14  -0.64   0.28   0.00  -0.23  -0.15   0.13  -0.25  -0.13   0.37  -0.00  -0.16   0.08  -0.10   0.05   0.01   0.16   0.36   0.19   0.25   0.11   0.25   0.11   0.29   0.01
228.0 184.0  0.113  -0.22  -0.34  -0.16  -0.03   0.12   0.04  -0.23  -0.06  -0.52   0.25   0.01  -0.21  -0.13   0.10  -0.27   0.04   0.35   0.11  -0.15   0.03  -0.10   0.07   0.01  -0.01   0.30   0.25   0.21   0.08   0.23   0.12   0.19  -0.05
228.0 192.0  0.097  -0.27  -0.38  -0.15  -0.00   0.09   0.01  -0.28   0.02  -0.40   0.23   0.01  -0.20  -0.11   0.08  -0.28   0.21   0.32   0.23  -0.14  -0.02  -0.10   0.09  -0.00  -0.18   0.24   0.32   0.19   0.06   0.21   0.13   0.08  -0.10
228.0 200.0  0.091  -0.30  -0.42  -0.14   0.02   0.06  -0.03  -0.33   0.09  -0.26   0.21   0.01  -0.18  -0.10   0.05  -0.29   0.37   0.28   0.34  -0.14  -0.06  -0.09   0.11  -0.03  -0.35   0.19   0.39   0.17   0.03   0.19   0.14  -0.01  -0.15
244.0   0.0  0.557  -0.32  -0.08   0.96  -1.07  -0.76  -0.01  -0.35  -1.31  -0.28  -0.41  -0.42  -0.90   0.15  -0.20  -2.24  -1.73  -3.37   0.78   0.20   0.78   0.33  -0.09  -0.29   0.69  -1.99   0.40  -0.13   0.09   0.57  -0.30   0.72   0.65
244.0   8.0  0.696   0.12  -0.48   0.92   0.05  -0.24   0.22  -1.36  -0.23  -0.47  -0.33   0.83  -1.44  -0.08  -0.01  -1.16  -0.02  -1.67   0.09  -0.33  -0.17   1.05  -0.20   0.29   0.16  -1.48   0.45  -1.09  -0.08   0.44   0.51   0.05   0.31
244.0  16.0  0.860   0.09  -1.02   0.80   0.01  -0.18  -0.31  -1.65  -1.50  -1.21   0.51   0.65  -1.61  -0.57   0.94  -0.61  -0.26  -0.60  -0.79  -1.46  -4.15   0.71  -3.28  -0.16   1.86   0.62   0.95  -1.23   1.36   1.77   0.14  -0.65   0.69
244.0  24.0  1.003  -0.18  -0.38  -0.25   0.09  -0.26   0.08  -0.44  -0.03  -0.25   0.46   0.17  -0.60  -0.54   0.05   0.62  -0.58  -0.49   0.04  -1.99  -2.13  -0.63  -2.25  -0.37   2.95   0.74   0.75  -1.35   1.32   0.70  -0.17  -0.72   1.19
244.0  32.0  0.895  -0.06  -0.08  -1.13   0.40   0.11   0.38   0.01  -0.31   0.35  -0.25   0.24   0.17  -0.08  -0.50   0.86  -1.38  -0.62   0.01  -0.91  -0.32   0.01  -1.22  -0.10   2.24  -0.07  -0.10  -1.18   0.07   0.32   0.01  -0.28   1.04
244.0  40.0  1.052  -0.04  -0.73  -1.83  -0.30  -0.08   0.56   0.05  -1.12  -0.60  -0.51   0.59   0.39   0.50  -1.37   1.50  -2.11  -0.79   0.10  -0.05   0.21   0.61  -1.10   0.70   0.80   0.15  -0.43  -0.55  -0.27   0.63  -0.30  -0.12   0.25
244.0  48.0  0.946  -0.56  -0.75  -0.21  -0.72  -0.10   0.07   0.16  -0.99  -1.67   0.09  -0.10  -0.38   0.25  -0.40  -0.01  -0.31  -0.42   0.34  -0.17   0.24   0.06  -0.18   0.12  -0.58   0.27   0.54  -0.38   0.06   0.25  -0.43   0.38  -0.21
244.0  56.0  0.645  -0.69  -0.12   0.17  -0.07   0.14  -0.04   0.22  -0.77  -0.74   0.05  -0.39  -0.19   0.15   0.05  -0.59  -0.16  -0.65   0.34  -0.36   0.10  -0.14   0.08  -0.27  -0.06  -0.14   0.77  -0.55   0.02  -0.01  -0.10   0.35   0.04
244.0  64.0  0.579  -1.01   0.92   0.28   0.38   0.35  -0.20   0.06  -0.59  -0.17  -0.02  -0.73   0.12   0.56  -0.03  -0.79  -0.15  -1.13   0.00  -0.74  -0.09  -0.19   0.34  -0.34  -0.01  -0.21   1.07  -0.85   0.29  -0.03   0.28   0.19  -0.15
244.0  72.0  0.995   2.75   3.13  -0.80  -0.59  -1.78  -1.66   1.59   2.19  -1.19  -2.95   0.46   0.17   0.58   0.90  -0.16   1.78  -0.48  -0.59   0.94  -0.69   0.55  -0.30   0.03  -0.51   0.02   0.17   0.40  -0.93  -1.27  -1.24  -1.43  -0.49
244.0  80.0  0.989   1.46   0.32  -1.71  -0.06  -1.62  -0.19   0.57  -0.13  -0.42  -0.89   0.76   0.02   0.13   0.29  -0.12   0.10  -1.10   0.28   0.30   0.42  -0.22   0.07  -0.01   0.05   0.25   1.00   1.09  -0.82  -0.14  -0.84  -0.95   0.23
244.0  88.0  0.759   2.86   2.40  -3.22  -0.03  -1.88   0.97  -0.21   0.29  -0.02  -1.01   3.54   0.15   2.34  -1.25   0.44   0.28   0.20  -2.33  -0.35   1.77   0.28   0.09  -0.18   1.03   0.92  -0.19   1.39  -1.07   0.79  -0.32   0.35   0.78
244.0  96.0  0.941   0.97   0.39  -1.04  -0.22  -0.10   0.21   0.09   0.42  -0.39   0.06   0.99  -0.28   0.45   0.32  -0.30   0.36  -0.05  -1.02  -0.44   0.11  -0.20   0.38  -0.41   1.17   0.33  -0.25  -0.10   0.17   0.62  -0.27   0.75   1.09
244.0 104.0  0.669   0.56   0.06  -0.58  -0.12   0.01  -0.00   0.49   0.21  -0.57   0.01   0.64   0.01   0.03   0.59  -0.58  -0.06   0.08  -0.58  -0.42   0.09  -0.06   0.22  -0.31   1.30   0.19  -0.11  -0.38  -0.02   0.45  -0.08   0.58   0.78
244.0 112.0  0.696   0.42  -0.13  -0.37  -0.16  -0.08  -0.10   0.63   0.02  -0.67  -0.10   0.41   0.16  -0.26   0.78  -0.71  -0.19   0.04  -0.27  -0.44   0.20  -0.00   0.04  -0.17   1.27  -0.01   0.07  -0.56  -0.26   0.16   0.12   0.24   0.59
244.0 120.0  1.136   0.80  -0.26  -0.22  -0.59  -0.03  -0.10   0.72  -0.26  -1.11  -0.20   0.08   0.26  -0.82   1.00  -0.88  -0.13  -0.23  -0.18  -0.57   0.49   0.13  -0.18  -0.03   1.08  -0.15   0.33  -0.34  -0.66  -0.64   0.60  -0.18   0.47
244.0 128.0  1.430   1.16  -0.33   0.44  -0.84   1.11   0.35   0.29  -0.57  -1.57   0.56  -0.42   0.38  -1.08   0.21  -0.67  -0.50   0.03  -1.03  -0.69   0.42   0.20   0.45  -0.26   0.67   1.13  -0.17   1.79  -0.24  -1.32   1.23  -0.02   0.23
244.0 136.0  1.171   0.48  -0.20   0.26  -0.51   0.79   0.39   0.06  -0.58  -1.33   0.69  -0.30   0.18  -0.56   0.15  -0.42  -0.90   0.45  -0.82  -0.56   0.54  -0.05   0.42  -0.16   0.72   1.11  -0.20   1.16   0.12  -0.27   0.79   0.05  -0.01
244.0 144.0  0.795   0.21  -0.14  -0.06  -0.40   0.43   0.31  -0.02  -0.53  -1.26   0.55  -0.19  -0.14  -0.33   0.21  -0.26  -0.88   0.48  -0.56  -0.37   0.52  -0.11   0.13  -0.06   0.68   0.83  -0.05   0.65   0.15   0.18   0.43   0.32   0.03
244.0 152.0  0.463   0.04  -0.16  -0.18  -0.26   0.27   0.22  -0.07  -0.38  -1.08   0.42  -0.10  -0.25  -0.19   0.18  -0.20  -0.66   0.45  -0.35  -0.24   0.34  -0.10   0.04  -0.03   0.57   0.64   0.05   0.45   0.14   0.29   0.24   0.45   0.08
244.0 160.0  0.283  -0.07  -0.20  -0.20  -0.16   0.18   0.14  -0.11  -0.24  -0.91   0.34  -0.04  -0.25  -0.13   0.15  -0.21  -0.45   0.43  -0.18  -0.18   0.20  -0.09   0.03  -0.01   0.44   0.51   0.12   0.35   0.12   0.30   0.16   0.43   0.06
244.0 168.0  0.190  -0.14  -0.24  -0.19  -0.09   0.13   0.08  -0.15  -0.13  -0.77   0.28  -0.01  -0.24  -0.09   0.13  -0.22  -0.25   0.41  -0.04  -0.15   0.11  -0.08   0.04  -0.00   0.29   0.42   0.20   0.29   0.10   0.28   0.13   0.34   0.02
244.0 176.0  0.141  -0.20  -0.28  -0.18  -0.04   0.10   0.04  -0.20  -0.04  -0.64   0.25   0.00  -0.22  -0.07   0.11  -0.24  -0.08   0.39   0.08  -0.14   0.04  -0.08   0.06   0.00   0.14   0.34   0.27   0.25   0.08   0.25   0.13   0.24  -0.03
244.0 184.0  0.114  -0.25  -0.31  -0.17  -0.00   0.06   0.00  -0.25   0.04  -0.52   0.22   0.01  -0.20  -0.06   0.10  -0.27   0.09   0.36   0.20  -0.14  -0.01  -0.08   0.08  -0.00  -0.03   0.27   0.34   0.22   0.05   0.23   0.14   0.14  -0.08
244.0 192.0  0.102  -0.29  -0.35  -0.16   0.03   0.04  -0.03  -0.29   0.11  -0.40   0.20   0.01  -0.19  -0.05   0.08  -0.29   0.25   0.33   0.32  -0.13  -0.06  -0.08   0.10  -0.02  -0.20   0.21   0.41   0.19   0.03   0.21   0.14   0.04  -0.12
244.0 200.0  0.101  -0.33  -0.39  -0.15   0.06   0.01  -0.06  -0.33   0.17  -0.26   0.18   0.02  -0.17  -0.04   0.06  -0.31   0.41   0.29   0.44  -0.13  -0.10  -0.08   0.13  -0.05  -0.38   0.15   0.49   0.17   0.00   0.19   0.15  -0.06  -0.16
260.0   0.0  0.674   0.21  -0.20   1.40   0.28  -0.36   0.29  -1.37  -0.40  -0.62  -0.44   1.15  -1.25   0.04  -0.05  -1.43  -0.06  -1.97   1.12  -0.51   0.23   0.87   0.12   0.38   0.09  -1.60   0.92  -1.11  -0.11   0.40   0.38   0.10   0.37
260.0   8.0  0.689   0.47  -0.86   0.87   0.35  -0.01  -0.27  -1.36  -1.88  -0.97   0.13   1.02  -1.42  -0.26   0.85  -0.69   0.00  -0.68  -0.41  -1.03  -3.28   0.95  -2.37  -0.25   1.22  -0.05   1.08  -1.15   1.12   1.46   0.15  -0.52   0.27
260.0  16.0  0.852  -0.06  -0.51   0.10  -0.01  -0.24  -0.05  -0.39  -0.43  -0.46   0.51   0.31  -0.71  -0.48   0.19   0.28  -0.38  -0.54   0.02  -1.83  -2.58  -0.52  -2.26  -0.47   2.55   0.77   0.93  -1.18   1.71   0.83  -0.27  -0.80   0.72
260.0  24.0  0.986  -0.11  -0.02  -0.94   0.38   0.20   0.32  -0.07  -0.31   0.23  -0.12   0.29   0.02  -0.20  -0.42   0.91  -1.26  -0.53   0.04  -1.32  -0.47  -0.14  -1.32  -0.11   2.44   0.01   0.06  -1.43   0.26   0.36  -0.08  -0.42   1.06
